Player,Team,Position,Games,PassingCompletions,RushingAttempts,RushingAttempts,ReceivingYards,ReceivingYards,ReceivingYards,ReceivingTD,ReceivingTD,ReceivingTD,ReceivingTD,PassingInt,RushingAttempts,RushingAttempts,ReceivingYards,ReceivingYards,ReceivingYards,ReceivingTD,ReceivingTD,ReceivingTD,ReceivingTD,ReceivingTargets,Receptions,ReceivingYards,ReceivingYards,ReceivingYards,ReceivingTD,ReceivingTD,ReceivingTD,ReceivingTD,FantasyPoints,PlayerID
Ameer Abdullah,LVR,RB,17,0,0,15,0,89,131,0,0,0,0,0,0,15,0,89,131,0,0,0,0,24,19,0,89,131,0,0,0,0,22.0,326
Tank Bigsby,JAX,RB,17,0,0,50,0,132,6,0,2,0,2,0,0,50,0,132,6,0,2,0,2,4,1,0,132,6,0,2,0,2,22.0,327
Elijah Higgins,ARI,TE,11,0,0,0,0,0,163,0,0,1,1,0,0,0,0,0,163,0,0,1,1,19,14,0,0,163,0,0,1,1,22.0,328
Jalen Reagor,NWE,WR,11,0,0,1,0,17,138,0,0,0,1,0,0,1,0,17,138,0,0,0,1,23,7,0,17,138,0,0,0,1,22.0,329
Stone Smartt,LAC,TE,16,0,0,0,0,0,155,0,0,1,1,0,0,0,0,0,155,0,0,1,1,21,11,0,0,155,0,0,1,1,22.0,330
Dorian Thompson-Robinson,CLE,QB,8,60,112,14,440,65,0,1,0,0,0,4,112,14,440,65,0,1,0,0,0,0,0,440,65,0,1,0,0,0,22.0,331
C.J. Beathard,JAX,QB,7,40,53,8,349,35,0,1,0,0,0,0,53,8,349,35,0,1,0,0,0,0,0,349,35,0,1,0,0,0,21.0,332
Derius Davis,LAC,WR,17,0,0,14,0,101,66,0,0,0,1,0,0,14,0,101,66,0,0,0,1,17,15,0,101,66,0,0,0,1,21.0,333
Van Jefferson,2TM,WR,17,0,0,1,0,4,209,0,0,0,0,0,0,1,0,4,209,0,0,0,0,43,20,0,4,209,0,0,0,0,21.0,334
Will Mallory,IND,TE,12,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,207,0,0,0,0,26,18,0,0,207,0,0,0,0,21.0,335
Jamison Crowder,WAS,WR,17,0,0,0,0,0,159,0,0,1,1,0,0,0,0,0,159,0,0,1,1,20,16,0,0,159,0,0,1,1,20.0,336
P.J. Walker,CLE,QB,6,54,111,13,674,30,0,1,0,0,0,5,111,13,674,30,0,1,0,0,0,0,0,674,30,0,1,0,0,0,20.0,337
Quez Watkins,PHI,WR,9,0,0,0,0,0,142,0,0,1,1,0,0,0,0,0,142,0,0,1,1,21,15,0,0,142,0,0,1,1,20.0,338
Robbie Chosen,MIA,WR,9,0,0,0,0,0,126,0,0,1,1,0,0,0,0,0,126,0,0,1,1,6,4,0,0,126,0,0,1,1,19.0,339
Nick Chubb,CLE,RB,2,0,0,28,0,170,21,0,0,0,0,0,0,28,0,170,21,0,0,0,0,4,4,0,170,21,0,0,0,0,19.0,340
Malik Heath,GNB,WR,13,0,0,0,0,0,125,0,0,1,1,0,0,0,0,0,125,0,0,1,1,24,15,0,0,125,0,0,1,1,19.0,341
Luke Schoonmaker,DAL,TE,17,0,0,0,0,0,65,0,0,2,2,0,0,0,0,0,65,0,0,2,2,15,8,0,0,65,0,0,2,2,19.0,342
Tyler Scott,CHI,WR,17,0,0,7,0,41,168,0,0,0,0,0,0,7,0,41,168,0,0,0,0,32,17,0,41,168,0,0,0,0,19.0,343
Patrick Taylor,GNB,RB,11,0,0,32,0,141,49,0,0,0,0,0,0,32,0,141,49,0,0,0,0,17,11,0,141,49,0,0,0,0,19.0,344
River Cracraft,MIA,WR,10,0,0,0,0,0,121,0,0,1,1,0,0,0,0,0,121,0,0,1,1,12,9,0,0,121,0,0,1,1,18.0,345
Kevin Harris,NWE,RB,4,0,0,16,0,65,58,0,1,0,1,0,0,16,0,65,58,0,1,0,1,3,3,0,65,58,0,1,0,1,18.0,346
Davis Mills,HOU,QB,6,18,39,2,173,9,0,2,0,0,0,0,39,2,173,9,0,2,0,0,0,0,0,173,9,0,2,0,0,0,18.0,347
Deven Thompkins,TAM,WR,17,0,0,8,0,56,83,0,0,1,1,0,0,8,0,56,83,0,0,1,1,25,17,0,56,83,0,0,1,1,18.0,348
Melvin Gordon,BAL,RB,4,0,0,26,0,81,46,0,1,0,1,0,0,26,0,81,46,0,1,0,1,3,3,0,81,46,0,1,0,1,17.0,349
Damien Harris,BUF,RB,6,0,0,23,0,94,16,0,1,0,1,0,0,23,0,94,16,0,1,0,1,2,2,0,94,16,0,1,0,1,17.0,350
Connor Heyward,PIT,TE,17,0,1,1,0,0,167,0,0,0,0,0,1,1,0,0,167,0,0,0,0,34,23,0,0,167,0,0,0,0,17.0,351
Ray-Ray McCloud,SFO,WR,12,0,0,3,0,30,135,0,0,0,0,0,0,3,0,30,135,0,0,0,0,15,12,0,30,135,0,0,0,0,17.0,352
MyCole Pruitt,ATL,TE,17,0,0,0,0,0,110,0,0,1,1,0,0,0,0,0,110,0,0,1,1,12,9,0,0,110,0,0,1,1,17.0,353
Trey Sermon,IND,RB,14,0,0,35,0,160,13,0,0,0,0,0,0,35,0,160,13,0,0,0,0,6,3,0,160,13,0,0,0,0,17.0,354
Davis Allen,LAR,TE,15,0,0,0,0,0,95,0,0,1,1,0,0,0,0,0,95,0,0,1,1,11,10,0,0,95,0,0,1,1,16.0,355
Luke Farrell,JAX,TE,17,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,155,0,0,0,0,15,13,0,0,155,0,0,0,0,16.0,356
Lucas Krull,DEN,TE,7,0,0,0,0,0,95,0,0,1,1,0,0,0,0,0,95,0,0,1,1,14,8,0,0,95,0,0,1,1,16.0,357
John Metchie,HOU,WR,16,0,0,1,0,4,158,0,0,0,0,0,0,1,0,4,158,0,0,0,0,30,16,0,4,158,0,0,0,0,16.0,358
Donovan Peoples-Jones,2TM,WR,15,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,155,0,0,0,0,25,13,0,0,155,0,0,0,0,16.0,359
Kyle Philips,TEN,WR,9,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,181,0,0,0,0,22,15,0,0,181,0,0,0,0,16.0,360
Irv Smith Jr.,CIN,TE,12,0,0,0,0,0,115,0,0,1,1,0,0,0,0,0,115,0,0,1,1,26,18,0,0,115,0,0,1,1,16.0,361
John Bates,WAS,TE,17,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,151,0,0,0,0,28,19,0,0,151,0,0,0,0,15.0,362
Jalen Guyton,LAC,WR,8,0,0,0,0,0,89,0,0,1,1,0,0,0,0,0,89,0,0,1,1,21,10,0,0,89,0,0,1,1,15.0,363
Charlie Kolar,BAL,TE,15,0,0,0,0,0,87,0,0,1,1,0,0,0,0,0,87,0,0,1,1,9,7,0,0,87,0,0,1,1,15.0,364
David Moore,TAM,WR,7,0,0,0,0,0,94,0,0,1,1,0,0,0,0,0,94,0,0,1,1,7,5,0,0,94,0,0,1,1,15.0,365
Ronnie Rivers,LAR,RB,9,0,0,32,0,129,22,0,0,0,0,0,0,32,0,129,22,0,0,0,0,5,5,0,129,22,0,0,0,0,15.0,366
Jeremy Ruckert,NYJ,TE,15,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,151,0,0,0,0,22,16,0,0,151,0,0,0,0,15.0,367
Trent Sherfield,BUF,WR,17,0,0,0,0,0,86,0,0,1,1,0,0,0,0,0,86,0,0,1,1,22,11,0,0,86,0,0,1,1,15.0,368
Josh Whyle,TEN,TE,11,0,0,0,0,0,94,0,0,1,1,0,0,0,0,0,94,0,0,1,1,15,9,0,0,94,0,0,1,1,15.0,369
Brock Wright,DET,TE,14,0,0,0,0,0,91,0,0,1,1,0,0,0,0,0,91,0,0,1,1,14,13,0,0,91,0,0,1,1,15.0,370
Chase Claypool,2TM,WR,12,0,0,0,0,0,77,0,0,1,1,0,0,0,0,0,77,0,0,1,1,21,8,0,0,77,0,0,1,1,14.0,371
Jeff Driskel,CLE,QB,1,13,26,7,166,33,0,2,0,0,0,2,26,7,166,33,0,2,0,0,0,0,0,166,33,0,2,0,0,0,14.0,372
Xavier Hutchinson,HOU,WR,16,0,0,5,0,49,90,0,0,0,0,0,0,5,0,49,90,0,0,0,0,19,8,0,49,90,0,0,0,0,14.0,373
Charlie Jones,CIN,WR,11,0,0,2,0,13,64,0,0,0,1,0,0,2,0,13,64,0,0,0,1,9,7,0,13,64,0,0,0,1,14.0,374
Terrace Marshall Jr.,CAR,WR,9,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,139,0,0,0,0,33,19,0,0,139,0,0,0,0,14.0,375
Byron Pringle,WAS,WR,17,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,161,0,0,0,0,22,14,0,0,161,0,0,0,0,14.0,376
Ben Skowronek,LAR,WR,17,0,0,2,0,9,66,0,0,1,1,0,0,2,0,9,66,0,0,1,1,12,8,0,9,66,0,0,1,1,14.0,377
Tyquan Thornton,NWE,WR,9,0,0,3,0,51,91,0,0,0,0,0,0,3,0,51,91,0,0,0,0,23,13,0,51,91,0,0,0,0,14.0,378
Jordan Akins,CLE,TE,17,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,132,0,0,0,0,23,15,0,0,132,0,0,0,0,13.0,379
Isaiah Spiller,LAC,RB,9,0,0,37,0,96,34,0,0,0,0,0,0,37,0,96,34,0,0,0,0,6,6,0,96,34,0,0,0,0,13.0,380
Stephen Sullivan,CAR,TE,11,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,125,0,0,0,0,24,12,0,0,125,0,0,0,0,13.0,381
Lynn Bowden Jr.,NOR,WR,15,0,0,5,0,32,83,0,0,0,0,0,0,5,0,32,83,0,0,0,0,16,11,0,32,83,0,0,0,0,12.0,382
Jason Brownlee,NYJ,WR,7,0,0,0,0,0,56,0,0,1,1,0,0,0,0,0,56,0,0,1,1,8,5,0,0,56,0,0,1,1,12.0,383
Randall Cobb,NYJ,WR,11,0,0,0,0,0,39,0,0,1,1,0,0,0,0,0,39,0,0,1,1,17,5,0,0,39,0,0,1,1,12.0,384
Tyler Goodson,IND,RB,6,0,0,13,0,87,34,0,0,0,0,0,0,13,0,87,34,0,0,0,0,9,6,0,87,34,0,0,0,0,12.0,385
Alec Ingold*,MIA,FB,17,0,0,2,0,0,119,0,0,0,0,0,0,2,0,0,119,0,0,0,0,16,13,0,0,119,0,0,0,0,12.0,386
Marcus Mariota,PHI,QB,3,15,23,8,164,52,0,1,0,0,0,1,23,8,164,52,0,1,0,0,0,0,0,164,52,0,1,0,0,0,12.0,387
D.J. Montgomery,IND,WR,7,0,0,0,0,0,56,0,0,1,1,0,0,0,0,0,56,0,0,1,1,8,3,0,0,56,0,0,1,1,12.0,388
Boston Scott,PHI,RB,15,0,0,20,0,86,52,0,0,0,0,0,0,20,0,86,52,0,0,0,0,6,4,0,86,52,0,0,0,0,12.0,389
Laviska Shenault Jr.,CAR,WR,8,0,0,12,0,55,60,0,0,0,0,0,0,12,0,55,60,0,0,0,0,10,10,0,55,60,0,0,0,0,12.0,390
Cole Turner,WAS,TE,12,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,120,0,0,0,0,15,11,0,0,120,0,0,0,0,12.0,391
C.J. Uzomah,NYJ,TE,12,0,0,0,0,0,58,0,0,1,1,0,0,0,0,0,58,0,0,1,1,12,8,0,0,58,0,0,1,1,12.0,392
Jameis Winston,NOR,QB,7,25,47,5,264,-6,0,2,0,0,0,3,47,5,264,-6,0,2,0,0,0,0,0,264,-6,0,2,0,0,0,12.0,393
Raheem Blackshear,CAR,RB,12,0,0,14,0,46,45,0,0,0,0,0,0,14,0,46,45,0,0,0,0,7,6,0,46,45,0,0,0,0,11.0,394
Brandon Bolden,LVR,RB,17,0,0,4,0,31,0,0,1,0,1,0,0,4,0,31,0,0,1,0,1,0,0,0,31,0,0,1,0,1,11.0,395
Tim Boyle,NYJ,QB,3,48,77,4,360,5,0,1,0,0,0,4,77,4,360,5,0,1,0,0,0,0,0,360,5,0,1,0,0,0,11.0,396
Chris Brooks,MIA,RB,9,0,0,19,0,106,0,0,0,0,0,0,0,19,0,106,0,0,0,0,0,0,0,0,106,0,0,0,0,0,11.0,397
Mecole Hardman,2TM,WR,11,0,0,1,0,3,124,0,0,0,0,0,0,1,0,3,124,0,0,0,0,24,15,0,3,124,0,0,0,0,11.0,398
La'Mical Perine,KAN,RB,3,0,0,22,0,77,33,0,0,0,0,0,0,22,0,77,33,0,0,0,0,5,3,0,77,33,0,0,0,0,11.0,399
Patrick Ricard,BAL,FB,17,0,0,0,0,0,52,0,0,1,1,0,0,0,0,0,52,0,0,1,1,7,5,0,0,52,0,0,1,1,11.0,400
Robert Tonyan,CHI,TE,17,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,112,0,0,0,0,17,11,0,0,112,0,0,0,0,11.0,401
Emanuel Wilson,GNB,RB,7,0,0,14,0,85,23,0,0,0,0,0,0,14,0,85,23,0,0,0,0,5,4,0,85,23,0,0,0,0,11.0,402
Lawrence Cager,NYG,TE,11,0,0,0,0,0,36,0,0,1,1,0,0,0,0,0,36,0,0,1,1,5,4,0,0,36,0,0,1,1,10.0,403
Parris Campbell,NYG,WR,12,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,104,0,0,0,0,27,20,0,0,104,0,0,0,0,10.0,404
J.K. Dobbins,BAL,RB,1,0,0,8,0,22,15,0,1,0,1,0,0,8,0,22,15,0,1,0,1,3,2,0,22,15,0,1,0,1,10.0,405
Marquise Goodwin,CLE,WR,12,0,0,4,0,33,67,0,0,0,0,0,0,4,0,33,67,0,0,0,0,13,4,0,33,67,0,0,0,0,10.0,406
Keaontay Ingram,ARI,RB,8,0,0,35,0,74,26,0,0,0,0,0,0,35,0,74,26,0,0,0,0,4,4,0,74,26,0,0,0,0,10.0,407
Case Keenum,HOU,QB,2,34,53,2,291,1,0,1,0,0,0,3,53,2,291,1,0,1,0,0,0,0,0,291,1,0,1,0,0,0,10.0,408
Keith Kirkwood,NOR,WR,13,0,0,0,0,0,37,0,0,1,1,0,0,0,0,0,37,0,0,1,1,9,5,0,0,37,0,0,1,1,10.0,409
Hunter Luepke,DAL,RB,17,0,0,6,0,19,18,0,1,0,1,0,0,6,0,19,18,0,1,0,1,4,3,0,19,18,0,1,0,1,10.0,410
Sterling Shepard,NYG,WR,15,0,0,1,0,6,57,0,0,1,1,0,0,1,0,6,57,0,0,1,1,22,10,0,6,57,0,0,1,1,10.0,411
Brenton Strange,JAX,TE,14,0,0,0,0,0,35,0,0,1,1,0,0,0,0,0,35,0,0,1,1,9,5,0,0,35,0,0,1,1,10.0,412
Israel Abanikanda,NYJ,RB,6,0,0,22,0,70,43,0,0,0,0,0,0,22,0,70,43,0,0,0,0,11,7,0,70,43,0,0,0,0,9.0,413
Nick Bawden,NYJ,FB,16,0,0,2,0,4,21,0,1,0,1,0,0,2,0,4,21,0,1,0,1,3,3,0,4,21,0,1,0,1,9.0,414
Richie James,KAN,WR,9,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,114,0,0,0,0,14,10,0,0,114,0,0,0,0,9.0,415
Marcedes Lewis,CHI,TE,17,0,0,0,0,0,29,0,0,1,1,0,0,0,0,0,29,0,0,1,1,5,4,0,0,29,0,0,1,1,9.0,416
Quintin Morris,BUF,TE,15,0,0,0,0,0,26,0,0,1,1,0,0,0,0,0,26,0,0,1,1,3,2,0,0,26,0,0,1,1,9.0,417
Geoff Swaim,ARI,TE,14,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,94,0,0,0,0,11,10,0,0,94,0,0,0,0,9.0,418
Brycen Hopkins,LAR,TE,15,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,78,0,0,0,0,7,5,0,0,78,0,0,0,0,8.0,419
Tim Jones,JAX,WR,17,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,83,0,0,0,0,18,11,0,0,83,0,0,0,0,8.0,420
Dare Ogunbowale,HOU,RB,12,0,0,8,0,35,18,0,0,0,0,0,0,8,0,35,18,0,0,0,0,7,2,0,35,18,0,0,0,0,8.0,421
Ben Sims,GNB,TE,17,0,0,0,0,0,21,0,0,1,1,0,0,0,0,0,21,0,0,1,1,6,4,0,0,21,0,0,1,1,8.0,422
Samori Toure,GNB,WR,11,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,78,0,0,0,0,18,8,0,0,78,0,0,0,0,8.0,423
Deuce Vaughn,DAL,RB,7,0,0,23,0,40,40,0,0,0,0,0,0,23,0,40,40,0,0,0,0,7,7,0,40,40,0,0,0,0,8.0,424
Trayveon Williams,CIN,RB,17,0,0,15,0,69,10,0,0,0,0,0,0,15,0,69,10,0,0,0,0,9,7,0,69,10,0,0,0,0,8.0,425
Blake Bell,KAN,TE,17,0,0,0,0,0,26,0,0,1,1,0,0,0,0,0,26,0,0,1,1,9,5,0,0,26,0,0,1,1,7.0,426
Gary Brightwell,NYG,RB,7,0,0,9,0,19,47,0,0,0,0,0,0,9,0,19,47,0,0,0,0,7,5,0,19,47,0,0,0,0,7.0,427
Chris Conley,SFO,WR,8,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,69,0,0,0,0,6,3,0,0,69,0,0,0,0,7.0,428
Josiah Deguara,GNB,TE,15,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,65,0,0,0,0,8,8,0,0,65,0,0,0,0,7.0,429
Simi Fehoko,LAC,WR,6,0,0,0,0,0,9,0,0,1,1,0,0,0,0,0,9,0,0,1,1,2,1,0,0,9,0,0,1,1,7.0,430
Eric Gray,NYG,RB,13,0,0,17,0,48,22,0,0,0,0,0,0,17,0,48,22,0,0,0,0,7,6,0,48,22,0,0,0,0,7.0,431
Tyler Johnson,LAR,WR,1,0,0,0,0,0,8,0,0,1,1,0,0,0,0,0,8,0,0,1,1,3,2,0,0,8,0,0,1,1,7.0,432
Velus Jones Jr.,CHI,WR,14,0,0,8,0,51,20,0,0,0,0,0,0,8,0,51,20,0,0,0,0,7,4,0,51,20,0,0,0,0,7.0,433
Clayton Tune,ARI,QB,7,12,21,8,62,30,0,0,1,0,1,2,21,8,62,30,0,0,1,0,1,0,0,62,30,0,0,1,0,1,7.0,434
Tylan Wallace,BAL,WR,11,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,11,0,0,0,1,2,1,0,0,11,0,0,0,1,7.0,435
Jalen Brooks,DAL,WR,7,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,64,0,0,0,0,6,6,0,0,64,0,0,0,0,6.0,436
DeAndre Carter,LVR,WR,17,0,0,3,0,18,39,0,0,0,0,0,0,3,0,18,39,0,0,0,0,7,4,0,18,39,0,0,0,0,6.0,437
Payne Durham,TAM,TE,13,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,58,0,0,0,0,7,5,0,0,58,0,0,0,0,6.0,438
Blaine Gabbert,KAN,QB,2,18,35,7,185,45,0,0,0,0,0,3,35,7,185,45,0,0,0,0,0,0,0,185,45,0,0,0,0,0,6.0,439
Rakim Jarrett,TAM,WR,10,0,0,1,0,0,60,0,0,0,0,0,0,1,0,0,60,0,0,0,0,9,4,0,0,60,0,0,0,0,6.0,440
Ko Kieft,TAM,TE,16,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,0,0,1,1,5,1,0,0,2,0,0,1,1,6.0,441
Isaiah McKenzie,IND,WR,13,0,0,3,0,14,82,0,0,0,0,0,0,3,0,14,82,0,0,0,0,14,11,0,14,82,0,0,0,0,6.0,442
Equanimeous St. Brown,CHI,WR,7,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,62,0,0,0,0,6,5,0,0,62,0,0,0,0,6.0,443
Ian Thomas,CAR,TE,12,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,56,0,0,0,0,9,5,0,0,56,0,0,0,0,6.0,444
Darnell Washington,PIT,TE,17,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,61,0,0,0,0,10,7,0,0,61,0,0,0,0,6.0,445
Mitchell Wilcox,CIN,TE,17,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,56,0,0,0,0,12,9,0,0,56,0,0,0,0,6.0,446
Damien Williams,ARI,RB,3,0,0,11,0,43,12,0,0,0,0,0,0,11,0,43,12,0,0,0,0,2,2,0,43,12,0,0,0,0,6.0,447
Brian Hoyer,LVR,QB,3,23,42,3,231,-3,0,0,0,0,0,2,42,3,231,-3,0,0,0,0,0,0,0,231,-3,0,0,0,0,0,5.0,448
Ty Montgomery,NWE,WR,13,0,0,3,0,9,40,0,0,0,0,0,0,3,0,9,40,0,0,0,0,12,5,0,9,40,0,0,0,0,5.0,449
Justyn Ross,KAN,WR,10,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,53,0,0,0,0,11,6,0,0,53,0,0,0,0,5.0,450
Brett Rypien,LAR,QB,2,18,38,3,172,19,0,0,0,0,0,1,38,3,172,19,0,0,0,0,0,0,0,172,19,0,0,0,0,0,5.0,451
Mike Strachan,CAR,WR,4,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,45,0,0,0,0,3,1,0,0,45,0,0,0,0,5.0,452
Michael Burton,DEN,FB,17,0,0,7,0,9,8,0,0,0,0,0,0,7,0,9,8,0,0,0,0,3,3,0,9,8,0,0,0,0,4.0,453
Grant Calcaterra,PHI,TE,15,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,39,0,0,0,0,4,4,0,0,39,0,0,0,0,4.0,454
Elijah Cooks,JAX,WR,9,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,4,3,0,0,38,0,0,0,0,4.0,455
Britain Covey,PHI,WR,16,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,42,0,0,0,0,6,4,0,0,42,0,0,0,0,4.0,456
Leonard Fournette,BUF,RB,2,0,0,12,0,40,0,0,0,0,0,0,0,12,0,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,4.0,457
Peyton Hendershot,DAL,TE,8,0,0,1,0,0,38,0,0,0,0,0,0,1,0,0,38,0,0,0,0,7,4,0,0,38,0,0,0,0,4.0,458
Rashaad Penny,PHI,RB,3,0,0,11,0,33,5,0,0,0,0,0,0,11,0,33,5,0,0,0,0,1,1,0,33,5,0,0,0,0,4.0,459
Jack Stoll,PHI,TE,17,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,8,5,0,0,38,0,0,0,0,4.0,460
Ke'Shawn Vaughn,TAM,RB,6,0,0,24,0,42,2,0,0,0,0,0,0,24,0,42,2,0,0,0,0,5,2,0,42,2,0,0,0,0,4.0,461
Khari Blasingame,CHI,FB,16,0,0,8,0,26,2,0,0,0,0,0,0,8,0,26,2,0,0,0,0,6,3,0,26,2,0,0,0,0,3.0,462
Keelan Doss,LAC,WR,5,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,33,0,0,0,0,13,6,0,0,33,0,0,0,0,3.0,463
Greg Dulcich,DEN,TE,2,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,4,3,0,0,25,0,0,0,0,3.0,464
Devin Duvernay,BAL,WR,13,0,0,4,0,15,18,0,0,0,0,0,0,4,0,15,18,0,0,0,0,9,4,0,15,18,0,0,0,0,3.0,465
Derrick Gore,WAS,RB,6,0,0,3,0,26,0,0,0,0,0,0,0,3,0,26,0,0,0,0,0,0,0,0,26,0,0,0,0,0,3.0,466
C.J. Ham*,MIN,FB,17,0,0,1,0,7,25,0,0,0,0,0,0,1,0,7,25,0,0,0,0,9,7,0,7,25,0,0,0,0,3.0,467
Julian Hill,MIA,TE,15,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,48,0,0,0,0,9,6,0,0,48,0,0,0,0,3.0,468
Trishton Jackson,MIN,WR,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,2,0,0,9,0,0,0,0,3.0,469
James Mitchell,DET,TE,15,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,2,2,0,0,28,0,0,0,0,3.0,470
Jalen Nailor,MIN,WR,6,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,29,0,0,0,0,6,3,0,0,29,0,0,0,0,3.0,471
Teagan Quitoriano,HOU,TE,7,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,33,0,0,0,0,3,2,0,0,33,0,0,0,0,3.0,472
Cooper Rush,DAL,QB,7,18,24,12,144,-5,0,0,0,0,0,1,24,12,144,-5,0,0,0,0,0,0,0,144,-5,0,0,0,0,0,3.0,473
Steven Sims,HOU,WR,3,0,0,1,0,1,25,0,0,0,0,0,0,1,0,1,25,0,0,0,0,3,3,0,1,25,0,0,0,0,3.0,474
Keith Smith,ATL,FB,13,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,33,0,0,0,0,3,3,0,0,33,0,0,0,0,3.0,475
Sean Tucker,TAM,RB,11,0,0,15,0,23,9,0,0,0,0,0,0,15,0,23,9,0,0,0,0,2,2,0,23,9,0,0,0,0,3.0,476
Malik Willis,TEN,QB,3,4,5,5,74,21,0,0,0,0,0,0,5,5,74,21,0,0,0,0,0,0,0,74,21,0,0,0,0,0,3.0,477
Charlie Woerner,SFO,TE,17,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,32,0,0,0,0,3,3,0,0,32,0,0,0,0,3.0,478
Kenny Yeboah,NYJ,TE,5,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,4,2,0,0,28,0,0,0,0,3.0,479
Nate Adkins,DEN,TE,10,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,22,0,0,0,0,5,4,0,0,22,0,0,0,0,2.0,480
Kayshon Boutte,NWE,WR,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,2,0,0,19,0,0,0,0,2.0,481
Miles Boykin,PIT,WR,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,4,3,0,0,17,0,0,0,0,2.0,482
DeeJay Dallas,SEA,RB,17,0,0,10,0,36,26,0,0,0,0,0,0,10,0,36,26,0,0,0,0,9,6,0,36,26,0,0,0,0,2.0,483
Tyrion Davis-Price,SFO,RB,1,0,0,6,0,21,0,0,0,0,0,0,0,6,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,2.0,484
Elijah Dotson,LAC,RB,4,0,0,4,0,6,13,0,0,0,0,0,0,4,0,6,13,0,0,0,0,2,2,0,6,13,0,0,0,0,2.0,485
Zach Evans,LAR,RB,10,0,0,9,0,19,0,0,0,0,0,0,0,9,0,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,2.0,486
Erik Ezukanma,MIA,WR,2,0,0,5,0,22,0,0,0,0,0,0,0,5,0,22,0,0,0,0,0,1,0,0,22,0,0,0,0,0,2.0,487
Jake Funk,IND,RB,4,0,0,2,0,10,12,0,0,0,0,0,0,2,0,10,12,0,0,0,0,1,1,0,10,12,0,0,0,0,2.0,488
Jaren Hall,MIN,QB,3,13,20,6,168,14,0,0,0,0,0,1,20,6,168,14,0,0,0,0,0,0,0,168,14,0,0,0,0,0,2.0,489
Marvin Jones,DET,WR,6,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,10,5,0,0,35,0,0,0,0,2.0,490
Zonovan Knight,DET,RB,2,0,0,3,0,13,8,0,0,0,0,0,0,3,0,13,8,0,0,0,0,1,1,0,13,8,0,0,0,0,2.0,491
Chris Manhertz,DEN,TE,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,4,2,0,0,16,0,0,0,0,2.0,492
